id,old_name,verified_name,old_town,verified_town,old_category,verified_top_category,verified_subcategory,address,zip,phone,website,status,confidence,recommended_action,verification_source,notes
417,"Summercamp Hotel","","Oak Bluffs","","Lodging","","","70 Lake Ave, Oak Bluffs, MA 02557","","","http://summercamphotel.com/","","","","",""
419,"Oak Bluffs Hotel","","Edgartown","","Lodging","","","42 Lake Avenue, Oak Bluffs, MA 02539","","(508) 693-4346","http://attleborohousemv.com/","","","","",""
423,"The Beach Front Inn of Martha's Vineyard","","Oak Bluffs","","Lodging","","","s Vineyard Massachusetts 02557","","(508) 693-5148","http://beachfrontinnmv.com/","","","","",""
425,"Captain Flanders Inn","","Chilmark","","Lodging","","","5 North Rd, Chilmark, MA 02535","","(508) 645-3123","http://captainflandersinn.com/","","","","",""
427,"The Charlotte Inn","","Edgartown","","Lodging","","","27 South Summer Street, Edgartown, MA 02539","","(508) 627-4751","http://thecharlotteinn.com/","","","","",""
431,"Duck Inn","","Aquinnah","","Lodging","","","10 Duck Pond Way, Aquinnah, MA 02535","","(715) 386-9450","http://duckinnonmv.com/","","","","",""
433,"Lark Hotels","","Edgartown","","Lodging","","","27 N Water St, Edgartown, MA 02539","","","https://www.larkhotels.com/hotels/the-edgartown-collection","","","","",""
435,"Vacasa.com/usa/the-island-inn","","Vineyard Haven","","Lodging","","","850 NW 13th Ave, Portland, Oregon 97209","","(800) 544-0300","http://vacasa.com/usa/The-Island-Inn-MA","","","","",""
437,"Lightkeepers Inn","","Edgartown","","Lodging","","","25 Simpsons Ln, Edgartown, MA 02539","","(508) 627-4600","http://thelightkeepersinn.com/","","","","",""
439,"Morgan Hotel","","Oak Bluffs","","Lodging","","","Massachusetts, 02557","","(508) 338-2804","http://morganhotelmv.com/","","","","",""
441,"Oak Bluffs Inn","","Oak Bluffs","","Lodging","","","64 Circuit Ave, Oak Bluffs, MA 02557","","(508) 693-7171","http://oakbluffsinn.com/","","","","",""
444,"Martha’s Vineyard Surfside Hotel: Martha’s Vineyard Hotels","","Oak Bluffs","","Lodging","","","7 Oak Bluffs Avenue, Oak Bluffs, MA 02557","","(508) 693-2500","http://mvsurfside.com/","","","","",""
446,"The Edgartown Collection","","Edgartown","","Other","","","56 North Water Street, Edgartown, MA 02539","","(978) 992-8710","http://theedgartowncollection.com/","","","","",""
448,"Vineyard Harbor Motel","","Vineyard Haven","","Other","","","60 Beach Road, Vineyard Haven, MA 02568","","(508) 693-3334","http://vineyardharbormotel.us/","","","","",""
450,"Vineyard Square Hotel & Suites","","Edgartown","","Lodging","","","38 North Water Street, Edgartown, MA 02539","","(508) 627-4711","http://vineyardsquarehotel.com/","","","","",""
453,"Find Your Island Ride","","Vineyard Haven","","Lodging","","","4 Water Street, Vineyard Haven, MA 02568


Edgartown
196 Upper Main Street, Edgartown, MA 02539






Airport Pickup Service
71 Airport Rd,West Tisbury, MA 02575","","(508) 696-5300","http://mvautorental.com/","","","","",""
459,"Altheadesigns","","Unknown","","Other","","","","","","http://altheadesigns.com/","","","","",""
461,"Basicsandeastaway.company","","Unknown","","Other","","","","","","http://basicsandeastaway.company.site/","","","","",""
463,"Bellezza MV Salon","","Edgartown","","Health & Wellness","","","30 Main St, Edgartown, MA 02539","","","http://bellezzamvsalon.com/","","","","",""
466,"Binks Auto.business","","Unknown","","Automotive","","","","","","http://binks-auto.business.site/","","","","",""
470,"Brickman's","","Vineyard Haven","","Shopping & Retail","","","14 Main St, Vineyard Haven, MA 02568","","(508) 693-0047","http://brickmans.com/","","","","",""
472,"Brunos","","Unknown","","Other","","","","","","http://brunosmv.com/","","","","",""
476,"Cape Cod Five","","Vineyard Haven","","Professional Services","","","51 State Rd, Vineyard Haven, MA 02568","","(888) 225-4636","http://capecodfive.com/","","","","",""
478,"Cb Stark Jewelers","","Unknown","","Shopping & Retail","","","","","(888) 227-8275","http://cbstark.com/","","","","",""
481,"Center for New Learning MV","","Vineyard Haven","","Other","","","20 Surveyors Lane, Tisbury, MA","","(920) 410-4577","http://cnlmv.org/","","","","",""
483,"Chicken Alley","","Vineyard Haven","","Shopping & Retail","","","14 Beach St, Vineyard Haven, MA 02568","","","http://chickenalley.org/","","","","",""
485,"Account Suspended","","Unknown","","Professional Services","","","","","","http://circuitstylesalon.com/","","","","",""
487,"Claudia Jewelry","","Edgartown","","Shopping & Retail","","","44 Main St, Edgartown, MA 02539","","(508) 627-8306","http://claudia.jewelry/","","","","",""
489,"Secure.myvanco.com/ygss/campaign/c-yjgr","","Unknown","","Other","","","","","","https://secure.myvanco.com/YGSS/campaign/C-YJGR","","","","",""
491,"Conrado®","","Vineyard Haven","","Shopping & Retail","","","2 Union Street, Vineyard Haven, MA","","","http://shopconrado.com/","","","","",""
493,"Crane Appliance","","Vineyard Haven","","Other","","","529 State Road, Vineyard Haven, MA 02568","","(508) 548-8179","http://craneappliance.com/","","","","",""
496,"Darosa's","","Vineyard Haven","","Restaurant","","","21 Beach Rd, Vineyard Haven, MA 02568","","(508) 693-0110","http://darosasmv.com/","","","","",""
497,"Debettencourt's Service Station","","Oak Bluffs","","Other","","","83 New York Avenue, Oak Bluffs, MA 02557","","(508) 693-0751","http://debettencourtsservicestation.weebly.com/","","","","",""
499,"Divine Beauty + Wellness","","Edgartown","","Health & Wellness","","","AEdgartown, MA 02539","","(508) 905-5983","http://divinemv.com/","","","","",""
501,"Donaroma's Martha's Vineyard","","Edgartown","","Other","","","270 Upper Main Street, Edgartown, MA 02539","","(508) 627-3036","http://donaromas.com/","","","","",""
503,"E. C. Cottle, Inc.","","Edgartown","","Shopping & Retail","","","106 Main St, Edgartown, MA 02539","","(508) 627-4381","http://eccottle.com/","","","","",""
507,"East Chop Sleep Shop","","Vineyard Haven","","Shopping & Retail","","","395 State Road, Vineyard Haven, MA 02568","","(508) 693-5911","http://eastchopsleepshop.com/","","","","",""
510,"Edgartown Books","","Edgartown","","Other","","","44 Main Street, Edgartown, MA 02539","","(508) 627-8463","http://edgartownbooks.com/","","","","",""
512,"Edgartown Council on Aging","","Edgartown","","Community","","","20 Robinson Rd, Edgartown, MA 02539","","(508) 627-4368","http://edgartowncoa.com/","","","","",""
514,"Mass.gov/locations/dukes-county-superior-court","","Edgartown","","Other","","","Box 1267, Edgartown, MA 02539","","(508) 627-4668","http://mass.gov/locations/dukes-county-superior-court","","","","",""
515,"Edgartown Hardware","","Edgartown","","Other","","","61 West Tisbury Road, Edgartown, MA 02539","","(508) 627-4338","http://edgartownhardware.com/","","","","",""
518,"Edgartown Paint Shoppe","","Edgartown","","Shopping & Retail","","","101 Upper Main St, Edgartown, MA 02539","","","http://edgartownpaintshoppe.com/","","","","",""
520,"Fine Fettle Dispensary","","Edgartown","","Shopping & Retail","","","256 Upper Main St, Edgartown, MA 02539","","","http://finefettle.com/","","","","",""
523,"Good Dog Goods","","Vineyard Haven","","Shopping & Retail","","","16 Main St, Vineyard Haven, MA 02568","","(508) 696-7100","http://gooddoggoods.com/","","","","",""
525,"Granite Five & Ten","","Edgartown","","Shopping & Retail","","","242 Vineyard Haven Rd, Edgartown, MA 02539","","(508) 627-3232","http://granitestores.com/","","","","",""
532,"Island Aesthetics","","Vineyard Haven","","Other","","","8 Union St, Vineyard Haven, MA 02568","","(774) 563-5708","http://islandaestheticsmv.com/","","","","",""
534,"Islandalpaca","","Vineyard Haven","","Shopping & Retail","","","PO Box 1515, Vineyard Haven, MA 02568","","(508) 693-5554","http://islandalpaca.com/","","","","",""
536,"Island Music","","Oak Bluffs","","Shopping & Retail","","","59 Circuit Ave, Oak Bluffs, MA 02557","","","http://islandmusicmv.com/","","","","",""
540,"Jardin Mahoney","","Unknown","","Other","","","","","(508) 693-3511","http://jardinmahoneymv.com/","","","","",""
542,"Johnkeene","","Vineyard Haven","","Other","","","25 Old Stage Road, West Tisbury, MA 02568","","(508) 693-5975","http://johnkeene.com/","","","","",""
544,"King's Barber Shop","","Vineyard Haven","","Health & Wellness","","","395 State Road, Tisbury, MA 02568","","(508) 687-9209","http://kingsbarbershopmv.com/","","","","",""
546,"Kismet Outfitters","","Edgartown","","Other","","","Edgartown, MA 02539","","(774) 549-5921","http://kismetoutfitters.com/","","","","",""
549,"Larry's Tackle Shop","","Edgartown","","Shopping & Retail","","","141 Main St, Edgartown, MA 02539","","(508) 627-5088","http://larrystackle.com/","","","","",""
551,"Lazy Frog","","Oak Bluffs","","Shopping & Retail","","","42 Circuit Ave, Oak Bluffs, MA 02557","","(508) 696-4679","http://lazyfrogmv.com/","","","","",""
553,"Leroux Kitchen","","Vineyard Haven","","Shopping & Retail","","","62 Main St, Vineyard Haven, MA 02568","","(207) 553-7665","http://lerouxkitchen.com/","","","","",""
555,"Technical Apparel + Athletic Shoes","","Vineyard Haven","","Shopping & Retail","","","1818 Cornwall Ave, Vancouver, BC V6J 1C7","","(877) 263-9300","http://shop.lululemon.com/","","","","",""
557,"Maggie's Salon","","Vineyard Haven","","Other","","","HOME   SERVICES     ARTISTS    PRODUCTS   CONTACT US    BOOK NOW







 
 


 
    

31 beach road, 
      suite 104A, 
      vineyard haven, ma 02568","","(508) 693-2875","http://maggiessalon.com/","","","","",""
561,"Martha's Bike","","Vineyard Haven","","Lodging","","","4 Lagoon Pond Rd, Vineyard Haven, MA","","(833) 362-7842","http://marthasbikerentals.com/","","","","",""
563,"Martha","","West Tisbury","","Other","","","PO Box 610West Tisbury, MA02575","","(508) 627-4266","http://mvbank.com/","","","","",""
565,"Martha's Vineyard Made","","West Tisbury","","Shopping & Retail","","","State Rd, West Tisbury, MA 02575","","(508) 338-2598","http://marthasvineyardmade.com/","","","","",""
567,"MV Shipyard","","Vineyard Haven","","Professional Services","","","Box 1119
Vineyard Haven, MA 02568

 

Shipping Address 164 Beach Road
Vineyard Haven, MA 02568","","(508) 693-0400","http://mvshipyard.com/","","","","",""
569,"Martha's Vineyard Tile Company Inc.","","Vineyard Haven","","Other","","","s Vineyard Tile Co123 Beach RdPO Box 98Vineyard Haven Ma 02568","","(508) 693-9707","http://mvtileco.com/","","","","",""
571,"Mvcenter4Living.Org","","Vineyard Haven","","Other","","","00AM



 
Nomans to Jaws Bridge






Register HEre 









Thank You to Our Sponsors 



















































































 






Get in Touch 






 



Address
29 Breakdown Lane, PO Box 1729Vineyard Haven, MA 02568","","(508) 939-9440","http://mvcenter4living.org/","","","","",""
574,"Mccurdymotorcars","","Vineyard Haven","","Other","","","2006-2007 McCurdy Motorcars Used cars
Martha’s Vineyard, Vineyard Haven, MA","","(508) 693-5532","http://mccurdymotorcars.com/","","","","",""
577,"Menemsha Blues","","Chilmark","","Restaurant","","","30 Basin Rd, Menemsha, MA 02552","","","http://menemshablues.com/","","","","",""
581,"Mosher Photo","","Edgartown","","Other","","","Vineyard Haven Road, Edgartown, MA 02539","","(508) 693-9430","http://mosherphoto.com/","","","","",""
583,"North Line Shell","","Edgartown","","Shopping & Retail","","","3 N Line Road, Edgartown, MA 02539","","(508) 338-7884","http://northlineshell.com/","","","","",""
588,"Salon","","West Tisbury","","Other","","","5 Cournoyer Road, West Tisbury, MA","","","http://panachesalonmv.com/","","","","",""
591,"Phillips Hardware Closed","","Unknown","","Other","","","","","","http://phillipshardwaremv.com/","","","","",""
593,"Martha's Vineyard Escape Room","","Oak Bluffs","","Arts & Entertainment","","","84 Circuit Ave, Oak Bluffs, MA 02557","","","https://www.marthasvineyardescaperoom.com/escape-room-pirates-puzzle","","","","",""
597,"Revive by Sarka","","Edgartown","","Health & Wellness","","","38 Winter St, Edgartown, MA 02539","","","http://revivebysarka.com/","","","","",""
599,"Personal & Business Banking","","Unknown","","Professional Services","","","","","(508) 732-7072","http://rocklandtrust.com/","","","","",""
603,"Sanctuary Martha's Vineyard","","Oak Bluffs","","Shopping & Retail","","","42 Circuit Avenue, Oak Bluffs, MA 02557","","","http://shopsanctuary.com/","","","","",""
606,"Sea Bags","","Vineyard Haven","","Shopping & Retail","","","9 Main St, Vineyard Haven, MA 02568","","(888) 210-4244","http://seabags.com/","","","","",""
608,"Sea Legs","","Unknown","","Shopping & Retail","","","","","","http://sealegsmv.com/","","","","",""
610,"Sea Spa Salon","","Edgartown","","Health & Wellness","","","93 Main St, Edgartown, MA 02539","","(508) 627-8953","http://seaspasalonmv.com/","","","","",""
614,"Shirt Tales MV","","Edgartown","","Other","","","61 Main Street, Edgartown, MA 02539","","(508) 627-3766","http://shirttalesmv.com/","","","","",""
616,"Slate","","Edgartown","","Shopping & Retail","","","11 North Summer Street, Edgartown, MA 02539","","(508) 939-1908","http://slatemv.com/","","","","",""
618,"Slip 77","","Unknown","","Other","","","","","","http://slip77.com/","","","","",""
620,"Soft As a Grape","","Vineyard Haven","","Shopping & Retail","","","71 Main St, Vineyard Haven, MA 02568","","(508) 295-9900","http://softasagrape.com/","","","","",""
623,"Sole","","Unknown","","Other","","","","","","http://solemv.com/","","","","",""
625,"Spa L'eau MV","","Edgartown","","Health & Wellness","","","One Mariners Landing C, Edgartown, MA 02539","","(508) 292-1235","http://spaleaumv.com/","","","","",""
626,"Stefanie Wolf Designs Artisan Jewelry From Martha's Vineyard","","Oak Bluffs","","Shopping & Retail","","","37 Circuit Avenue, Oak Bluffs, MA","","(774) 549-9526","http://stefaniewolf.com/","","","","",""
629,"Summershadessunglasses","","Unknown","","Other","","","","","","http://summershadessunglasses.com/","","","","",""
631,"Talita Destefani Beauty Lounge","","Vineyard Haven","","Other","","","7 Beach Street, Vineyard Haven, MA","","(508) 560-0058","http://talitadestefani.com/","","","","",""
633,"Tashmoo Insurance Agency","","Vineyard Haven","","Professional Services","","","517 State Road, Vineyard Haven, MA 02568","","(508) 693-4000","http://tashmooinsurance.com/","","","","",""
637,"Boneyard Surf Co","","Oak Bluffs","","Shopping & Retail","","","33 Lake Ave, Oak Bluffs, MA 02557","","","http://boneyardmv.com/","","","","",""
640,"The Green Room","","Vineyard Haven","","Shopping & Retail","","","The Green Room
71 Main Street
Vineyard Haven, MA 02568","","(508) 693-6888","http://greenroommv.com/","","","","",""
642,"Trust","","Vineyard Haven","","Other","","","9 Main Street, Vineyard Haven, MA 02568","","(508) 693-4445","https://www.tanyarust.com/","","","","",""
644,"Third World Trading Co.","","Oak Bluffs","","Other","","","52 Circuit Ave PO Box 1033 Oak Bluffs Marthas Vineyard, MA 02557","","(508) 693-5550","https://www.thirdworldtrading.com/index.htm","","","","",""
646,"Tisburyma.Gov/Council-Aging","","Unknown","","Other","","","","","","http://tisburyma.gov/council-aging","","","","",""
648,"Tisbury Toy Box","","Vineyard Haven","","Other","","","79 Beach Road, Vineyard Haven, MA 02568","","(508) 693-8182","http://tisburytoybox.com/","","","","",""
652,"Vineyard Decorators","","Vineyard Haven","","Shopping & Retail","","","67 Main St, Vineyard Haven, MA 02568","","(508) 693-9197","http://vineyarddecorators.com/","","","","",""
654,"Vineyard Family Tennis","","Oak Bluffs","","Other","","","618 Barnes Road, Oak Bluffs, MA 02557","","(508) 693-7762","http://vineyardfamilytennis.org/","","","","",""
656,"Vineyard Hearth Patio & Spa","","West Tisbury","","Shopping & Retail","","","695 State Rd, West Tisbury, MA 02575","","(508) 693-5520","http://vineyardhearthpatioandspa.com/","","","","",""
658,"M&b Remodeling","","Vineyard Haven","","Other","","","454 State Road, Vineyard Haven, MA","","(508) 693-3227","http://vineyardhomecenter.com/","","","","",""
660,"Vineyard Vines","","Vineyard Haven","","Shopping & Retail","","","68 Main St, Vineyard Haven, MA 02568","","(800) 892-4982","http://vineyardvines.com/","","","","",""
663,"Wheel Happy Bicycles","","Edgartown","","Shopping & Retail","","","8 S Water St, Edgartown, MA 02539","","","http://wheelhappybicycles.com/","","","","",""
665,"Sail Surf and Paddle on Martha's Vineyard","","Unknown","","Shopping & Retail","","","","","","http://windsupmv.com/","","","","",""
667,"Erica Wilson INC","","Edgartown","","Contractors","","","21 Kelly St, Edgartown, MA 02539","","(774) 549-9488","https://ericawilson.com/","","","","",""
668,"Island Outfitters Oak Bluffs","","Oak Bluffs","","Contractors","","","1 post office square, Oak Bluffs, MA 02557","","(508) 693-0085","http://islandoutfittersmv.com/","","","","",""
669,"The Great Put On","","Edgartown","","Shopping & Retail","","","1 Dock St, Edgartown, MA 02539","","(508) 627-5495","http://thegreatputonmv.com/","","","","",""
670,"Martha's Vineyard, Ma Store Location","","Edgartown","","Contractors","","","65 Main St, Edgartown, MA 02539","","(508) 859-1511","https://charlestonshoeco.com/pages/marthas-vineyard-ma","","","","",""
671,"Lani Beach Club","","Vineyard Haven","","Contractors","","","25 Main St, Vineyard Haven, MA 02568","","(508) 687-9436","http://www.lanibeachclub.com/","","","","",""
672,"Rainy Day","","Vineyard Haven","","Contractors","","","66 Main St, Vineyard Haven, MA 02568","","(508) 693-1830","http://rainydaymv.com/","","","","",""
673,"Lilly Pulitzer","","Edgartown","","Contractors","","","33 Main St, Edgartown, MA 02539","","(508) 627-1209","https://www.lillypulitzer.com/store/details/?storeId=80228-289&city=edgartown&utm_source=gmb&utm_medium=organic","","","","",""
674,"Barnes Moving & Storage","","Vineyard Haven","","Professional Services","","","475 Edgartown Rd, Vineyard Haven, MA 02568","","(508) 693-1937","http://www.barnesmoversmv.com/","","","","",""
675,"Carroll's Martha's Vineyard Rapid Transit, Inc.","","Vineyard Haven","","Professional Services","","","475 Edgartown Rd, Vineyard Haven, MA 02568","","(508) 693-0348","http://www.carrollsmv.com/?y_source=1_ODE3NjQ4LTcxNS1sb2NhdGlvbi53ZWJzaXRl","","","","",""
676,"Coastal Events MV","","West Tisbury","","Community","","","974 State Rd, West Tisbury, MA 02575","","(774) 563-0737","https://www.coastaleventsmv.com/","","","","",""
677,"Brissette Electric Inc.","","Vineyard Haven","","Community","","","1 Lagoon Pond Rd, Vineyard Haven, MA 02568","","(508) 693-0764","http://briselectric.com/","","","","",""
678,"Brewer Insect & Animal Spraying","","Edgartown","","Other","","","3963 Edgartown, MA 02539","","(508) 579-3963","https://www.brewerspraying.com/","","","","",""
679,"A. P. Fortes Plumbing and Heating","","Vineyard Haven","","Lodging","","","155 Spring St, Vineyard Haven, MA 02568","","(508) 693-2394","https://gomarthasvineyard.com/directory/p-fortes-plumbing-and-heating","","","","",""
680,"Lowe Energy Design Inc.","","Vineyard Haven","","Lodging","","","250 Oak Lane, West Tisbury, MA","","(508) 693-1298","https://www.loweenergydesign.com/","","","","",""
681,"Callahan Plumbing and Heating, INC","","Vineyard Haven","","Lodging","","","44 Webaqua St, Vineyard Haven, MA 02568","","(508) 696-6088","https://gomarthasvineyard.com/directory/callahan-plumbing-and-heating-inc","","","","",""
682,"Tracker Home Decor","","Edgartown","","Healthcare","","","89 Peases Point Way S, Edgartown, MA 02539","","(508) 627-8725","http://www.trackerhomedecor.com/","","","","",""
683,"Hutker Architects INC","","Vineyard Haven","","Healthcare","","","79 Beach Rd, Vineyard Haven, MA 02568","","(508) 693-3344","http://www.hutkerarchitects.com/","","","","",""
684,"Rentschler & Company Interiors on Martha's Vineyard","","Vineyard Haven","","Healthcare","","","39 Lake St, Vineyard Haven, MA 02568","","(508) 693-2058","https://www.rentschlerinteriors.com/","","","","",""
685,"Interiors Studio Martha's Vineyard","","Vineyard Haven","","Healthcare","","","7 Beach St, Vineyard Haven, MA 02568","","(508) 693-1955","http://www.interiorsstudiomv.com/","","","","",""
686,"Tending Joy Artisan Shop","","Chilmark","","Shopping & Retail","","","21 Marion's Way, Chilmark, Ma","","(508) 560-1613","https://www.tendingjoy.com/","","","","",""
687,"Kin MV","","Edgartown","","Shopping & Retail","","","
12A N Water St, Edgartown, MA 02539","","(508) 939-4291","http://kinmv.com/","","","","",""
688,"Hatmarcha Gifts","","Chilmark","","Shopping & Retail","","","19 Aquinnah Cir, Aquinnah, MA 02535","","(508) 645-3704","https://www.hatmarchagifts.com/","","","","",""
689,"Stony Creek Gifts","","Aquinnah","","Shopping & Retail","","","27 Aquinnah Circle Cultural District, Aquinnah, MA","","(508) 645-3595","https://business.mvy.com/memberdirectory/Details/stony-creek-gifts-2228705","","","","",""
690,"Handworks","","Oak Bluffs","","Shopping & Retail","","","12 Circuit Avenue Extension, Oak Bluffs, MA 02557","","(508) 627-8402","https://www.handworksgifts.com/","","","","",""
691,"Olive Branch Fair Trade","","Vineyard Haven","","Shopping & Retail","","","
43a Main St, Vineyard Haven, MA 02568","","(774) 563-3083","http://www.olivebranchfairtrade.org/","","","","",""
692,"Harbor Craft Shop","","Vineyard Haven","","Shopping & Retail","","","Box 1698
Vineyard Haven, MA 02568","","(508) 645-2929","https://business.mvy.com/memberdirectory/Details/harbor-craft-shop-2286320","","","","",""
693,"Neptune's Sea Chest","","Vineyard Haven","","Shopping & Retail","","","Box 1698
Vineyard Haven, MA 02568","","(508) 693-0316","https://business.mvy.com/memberdirectory/Details/the-sea-chest-2286577","","","","",""
694,"Off Main","","Vineyard Haven","","Shopping & Retail","","","76 Main St, Vineyard Haven, MA 02568","","(508) 696-5354","https://gomarthasvineyard.com/directory/main","","","","",""
695,"C'est La Vie","","Vineyard Haven","","Shopping & Retail","","","208, Vineyard Haven MA 02568","","(508) 693-6181","https://gomarthasvineyard.com","","","","",""
696,"Mardell's Gifts & Jewelry","","Vineyard Haven","","Shopping & Retail","","","Box 1698
Vineyard Haven, MA 02568","","(508) 693-0049","https://business.mvy.com/memberdirectory/Details/mardell-s-gifts-jewelry-2286091","","","","",""
697,"The Beach House of MV","","Vineyard Haven","","Shopping & Retail","","","30 Main St, Vineyard Haven, MA 02568","","(508) 693-6091","https://thebeachhouseofmv.com/","","","","",""
699,"The Sweet Life Cafe","","Oak Bluffs","","Restaurant","","","","","","","","","","",""
701,"The Barn Bowl And Bistro","","Oak Bluffs","","Restaurant","","","","","","","","","","",""
702,"9 Craft Kitchen & Bar","","Oak Bluffs","","Restaurant","","","9 Oak Bluffs Ave, Oak Bluffs, MA 02557","","","","","","","",""
703,"Détente","","Edgartown","","Restaurant","","","","","","","","","","",""
704,"Beach Road Restaurant","","Vineyard Haven","","Restaurant","","","79 Beach Rd, Vineyard Haven, MA 02568","","","","","","","",""
706,"19 Raw Oyster Bar","","Edgartown","","Restaurant","","","","","","","","","","",""
707,"Larsen's Fish Market","","Chilmark","","Restaurant","","","","","","","","","","",""
708,"Nomans","","Edgartown","","Restaurant","","","","","","","","","","",""
709,"Black Joy Kitchen","","Oak Bluffs","","Restaurant","","","","","","","","","","",""
710,"Biscuits","","Oak Bluffs","","Restaurant","","","26 Lake Ave, Oak Bluffs, MA 02557","","(508) 693-2033","https://www.mvbiscuits.com/","","","","",""
711,"Red Cat Kitchen","","Oak Bluffs","","Restaurant","","","Oak Bluffs, MA 02557","","(508) 696-6040","https://www.redcatkitchen.com/","","","","",""
712,"Atria","","Edgartown","","Restaurant","","","137 Main St, Edgartown, MA 02539","","(508) 627-5850","https://www.atriamv.com/","","","","",""
713,"Mo's Lunch","","Oak Bluffs","","Restaurant","","","9744137 Vineyard Ave, Oak Bluffs, MA 02557","","(508) 687-9744","https://www.moslunch.com/","","","","",""
714,"The Pawnee House","","Oak Bluffs","","Restaurant","","","277020 Kennebec Ave, HOak Bluffs, MA 02557","","(508) 338-2770","https://www.thepawneehousemv.com/","","","","",""
715,"The Grey Barn & Farm","","Chilmark","","Restaurant","","","22 South Road, Chilmark, MA 02535","","(508) 645-4854","https://www.thegreybarnandfarm.com/","","","","",""
716,"The Pelican Club","","Edgartown","","Restaurant","","","23 Kelly St, Edgartown, MA 02539","","(508) 627-6336","https://www.farawaymarthasvineyard.com/pelican-club","","","","",""
717,"Tigerhawk Sandwich Co.","","Vineyard Haven","","Restaurant","","","7306
12B Circuit Ave, 
Oak Bluffs, MA 02568","","(508) 338-7306","https://www.tigerhawkmv.com/","","","","",""
718,"Beetlebung Farm","","Chilmark","","Restaurant","","","0































































        Skip to Content
      



























        The Farm
      




        ABOUT
      





                  Hours and Location
                





                  Join Our Team
                







        Special Orders
      





                  Saturday Suppers
                





                  Bakery Preorders
                





                  Down Island Bread Pick-Up
                






        Programs
      



        Gallery
      



        Media
      
















Open Menu
Close Menu




























        The Farm
      




        ABOUT
      





                  Hours and Location
                





                  Join Our Team
                







        Special Orders
      





                  Saturday Suppers
                





                  Bakery Preorders
                





                  Down Island Bread Pick-Up
                






        Programs
      



        Gallery
      



        Media
      
















Open Menu
Close Menu
























                  The Farm
                





Folder:
ABOUT







Back





                        Hours and Location
                      





                        Join Our Team
                      







Folder:
Special Orders







Back





                        Saturday Suppers
                      





                        Bakery Preorders
                      





                        Down Island Bread Pick-Up
                      







                  Programs
                





                  Gallery
                





                  Media
                
























A regenerative farm in the heart of Chilmark, Martha's Vineyard,","","","https://www.beetlebungfarm.org/","","","","",""
719,"Martha's Vineyard Pizza","","Oak Bluffs","","Restaurant","","","12 Circuit Ave, Oak Bluffs, MA 02557","","","http://marthasvineyardpizza.com","","","","",""
720,"Art Cliff Diner","","Vineyard Haven","","Restaurant","","","39 Beach Rd, Vineyard Haven, MA 02568","","","http://artcliffdiner.com","","","","",""
721,"Edgartown Pizza 🍕","","Edgartown","","Restaurant","","","","","(508) 627-7770","http://edgartownpizza.com","","","","",""
722,"Edgartown Diner 🍨","","Edgartown","","Restaurant","","","","","(508) 627-9337","https://edgartowndiner.com","","","","",""
723,"Rosie's Frozen Yogurt","","Oak Bluffs","","Restaurant","","","6 Circuit Ave, Oak Bluffs, MA 02557","","","https://rosiesfrozenyogurt.com","","","","",""
724,"Alchemy","","Edgartown","","Restaurant","","","71 Main Street, Edgartown, MA 02539","","(508) 627-9999","https://www.alchemyedgartown.com/","","","","",""
726,"John's Fish Market","","Vineyard Haven","","Restaurant","","","5 Martin Rd, Vineyard Haven, MA 02568","","(508) 693-1220","https://johnsfishmarket.com/","","","","",""
728,"La Strada","","Edgartown","","Restaurant","","","51 Main St, Edgartown, MA 02539","","","","","","","",""
729,"Model Deli","","West Tisbury","","Restaurant","","","688 State Rd, West Tisbury, MA 02575","","","https://www.mvtimes.com/2024/10/16/model-deli-model-deliciousness/","","","","",""
730,"The Attic","","Vineyard Haven","","Restaurant","","","944882 Main Street Floor 2, Vineyard Haven, MA 02568","","(508) 687-9448","https://www.theatticmv.com/","","","","",""
