id,business_name,town,full_address,category,website,phone,confidence_score,primary_source,has_issues,suspected_issues
383,"Dunmere House","Vineyard Haven","7 Pennacook Ave, Vineyard Haven, MA 02557","Lodging","http://dunmerehouse.com/","(508) 693-3627",80,"vineyard_gazette",FALSE,""
503,"E. C. Cottle, Inc.","Vineyard Haven","","Contractor","http://eccottle.com/","(508) 627-4381",70,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
507,"East Chop Sleep Shop","Vineyard Haven","395 State Road, Vineyard Haven, MA 02568","Shopping","http://eastchopsleepshop.com/","(508) 693-5911",0.8,"vineyard_gazette",TRUE,"Low confidence score: 0.8; Possible category mismatch: name contains ""shop"" but category is ""Shopping"""
385,"Edgar Hotel","Vineyard Haven","Edgartown, MA 02539","Lodging","http://edgarhotelmv.com/","(508) 627-5161",80,"vineyard_gazette",FALSE,""
510,"Edgartown Books","Vineyard Haven","44 Main Street, Edgartown, MA 02539","Other","http://edgartownbooks.com/","(508) 627-8463",70,"vineyard_gazette",FALSE,""
284,"Edgartown Firemen's Association","Vineyard Haven","516768 Pease Point Way South PO BOX 737Edgartown, MA 02539","Restaurant","http://edgartownfiremensassociation.org/","(508) 627-5167",80,"vineyard_gazette",FALSE,""
339,"Edgartown Golf Club Martha's Vineyard","Vineyard Haven","205 , Edgartown, MA 02539","Restaurant","https://edgartowngolfclub.com/","(508) 627-5343",80,"vineyard_gazette",FALSE,""
515,"Edgartown Hardware","Vineyard Haven","61 West Tisbury Road, Edgartown, MA 02539","Other","http://edgartownhardware.com/","(508) 627-4338",60,"vineyard_gazette",FALSE,""
376,"Edgartown Martha's Vineyard Hot Yoga Studio/yoga on the Vine","Vineyard Haven","Edgartown Rd, Edgartown, MA 02539","Wellness","http://yogaonthevine.com/","",70,"vineyard_gazette",FALSE,""
251,"Edgartown Seafood Fish Market","Vineyard Haven","138 Cooke Street, Edgartown, MA 02539","Restaurant","http://edgartownseafood.com/","(508) 627-3791",80,"vineyard_gazette",FALSE,""
518,"Edgartownpaintshoppe","Vineyard Haven","","Retail","http://edgartownpaintshoppe.com/","",60,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment; Possible category mismatch: name contains ""shop"" but category is ""Retail""; Business name appears to be scraped from domain name"
286,"Eisenhauer Gallery","Vineyard Haven","38 N WATER ST PO Box 1930, EDGARTOWN, MA 02539","Restaurant","http://eisenhauergallery.com/","",60,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""gallery"" but category is ""Restaurant"""
282,"Entertainmentcinemas.Com/Locations/Edgartown","Vineyard Haven","","Restaurant","http://entertainmentcinemas.com/locations/edgartown","",0.6,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Low confidence score: 0.6; Vineyard Haven assignment without address - may be default assignment"
288,"Featherstone Center for the Arts","Vineyard Haven","Oak Bluffs, MA, 02557","Restaurant","http://featherstoneart.org/","(508) 693-1850",70,"vineyard_gazette",FALSE,""
340,"Felix Neck Wildlife Sanctuary","Vineyard Haven","494 , Vineyard Haven, MA 02568","Restaurant","http://massaudubon.org/felixneck","(508) 627-4850",70,"vineyard_gazette",FALSE,""
290,"Field Gallery","Vineyard Haven","1050 State Road                West, Tisbury, MA 02575","Restaurant","http://fieldgallery.com/","(508) 693-5595",80,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""gallery"" but category is ""Restaurant"""
453,"Find Your Island Ride","Vineyard Haven","4 Water Street, Vineyard Haven, MA 02568


Edgartown
196 Upper Main Street, Edgartown, MA 02539






Airport Pickup Service
71 Airport Rd,West Tisbury, MA 02575","Vacation Rental","http://mvautorental.com/","(508) 696-5300",70,"vineyard_gazette",FALSE,""
520,"Fine Fettle","Vineyard Haven","","Medical","http://finefettle.com/","",60,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
523,"Good Dog Goods","Vineyard Haven","","Other","http://gooddoggoods.com/","(508) 696-7100",60,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
7,"Granary Gallery","Vineyard Haven","636 Old County Road, West Tisbury, MA 02575","Gallery","https://www.granarygallery.com","(508) 693-0455",0.7,"manual_import",TRUE,"Low confidence score: 0.7; Possible category mismatch: name contains ""gallery"" but category is ""Gallery"""
525,"Granite Five & Ten","Vineyard Haven","242 Vineyard Haven Rd, Edgartown, MA 02539","Retail","http://granitestores.com/","(508) 627-3232",70,"vineyard_gazette",FALSE,""
392,"Greenwood House","Vineyard Haven","6150
PO Box 2734, Vineyard Haven, MA 02568","Other","http://greenwoodhouse.com/","(508) 693-6150",60,"vineyard_gazette",FALSE,""
692,"Harbor Craft Shop","Vineyard Haven","Box 1698
Vineyard Haven, MA 02568","Shopping & Retail","https://business.mvy.com/memberdirectory/Details/harbor-craft-shop-2286320","(508) 645-2929",80,"mvy_chamber",FALSE,""
397,"Hob Knob","Vineyard Haven","128 Main Street, Edgartown, MA 02539","Lodging","http://hobknob.com/","(508) 627-9510",0.8,"vineyard_gazette",TRUE,"Low confidence score: 0.8"
359,"Hot Yoga MV","Vineyard Haven","497 State Road, West Tisbury, MA","Wellness","http://hotyogamv.com/","(774) 327-1287",80,"vineyard_gazette",FALSE,""
683,"Hutker Architects INC","Vineyard Haven","79 Beach Rd, Vineyard Haven, MA 02568","Medical","http://www.hutkerarchitects.com/","(508) 693-3344",70,"mvy_chamber",FALSE,""
401,"Inkwell Beach House","Vineyard Haven","83 Sea View Ave, Oak Bluffs, MA 02557","Other","http://inkwellbeach.com/","(838) 245-8830",70,"vineyard_gazette",FALSE,""
328,"Instagram","Vineyard Haven","","Restaurant","https://instagram.com","",60,"vineyard_gazette",TRUE,"Invalid name pattern: appears to be a URL or social media platform; Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment; Business name appears to be scraped from domain name"
387,"Instagram Icon","Vineyard Haven","Edgartown, MA 02539","Other","http://edgartowncommons.com/","(508) 627-4671",60,"vineyard_gazette",FALSE,""
685,"Interiors Studio Martha's Vineyard","Vineyard Haven","7 Beach St, Vineyard Haven, MA 02568","Medical","http://www.interiorsstudiomv.com/","(508) 693-1955",80,"mvy_chamber",FALSE,""
532,"Island Aesthetics","Vineyard Haven","8 Union St, Vineyard Haven, MA 02568","Other","http://islandaestheticsmv.com/","(774) 563-5708",70,"vineyard_gazette",FALSE,""
293,"Island Folk Pottery","Vineyard Haven","s Way
Chilmark, MA
02535","Restaurant","http://islandfolkpottery.com/","(508) 955-9944",80,"vineyard_gazette",FALSE,""
202,"Island Fresh Pizza","Vineyard Haven","395 State Rd, Vineyard Haven, MA 02568","Restaurant","http://islandfreshpizza.com/","(508) 338-2764",80,"vineyard_gazette",FALSE,""
534,"Islandalpaca","Vineyard Haven","PO Box 1515, Vineyard Haven, MA 02568","Boutique","http://islandalpaca.com/","(508) 693-5554",80,"vineyard_gazette",TRUE,"Business name appears to be scraped from domain name"
536,"Islandmusic","Vineyard Haven","","Other","http://islandmusicmv.com/","",50,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
540,"Jardin Mahoney","Vineyard Haven","","Other","http://jardinmahoneymv.com/","(508) 693-3511",70,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
260,"Jim's Package Store","Vineyard Haven","1608, 
Oak Bluffs, 
MA","Restaurant","http://jimspackagestore.com/","(508) 693-0236",70,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""store"" but category is ""Restaurant"""
726,"John's Fish Market","Vineyard Haven","5 Martin Rd, Vineyard Haven, MA 02568","Restaurant","https://johnsfishmarket.com/","(508) 693-1220",80,"infatuation",FALSE,""
542,"Johnkeene","Vineyard Haven","25 Old Stage Road, West Tisbury, MA 02568","Other","http://johnkeene.com/","(508) 693-5975",60,"vineyard_gazette",TRUE,"Business name appears to be scraped from domain name"
544,"King's Barber Shop","Vineyard Haven","395 State Road, Tisbury, MA 02568","Health & Wellness","http://kingsbarbershopmv.com/","(508) 687-9209",70,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""shop"" but category is ""Health & Wellness"""
546,"Kismet Outfitters","Vineyard Haven","Edgartown, MA 02539","Other","http://kismetoutfitters.com/","(774) 549-5921",70,"vineyard_gazette",FALSE,""
403,"Kkon","Vineyard Haven","59 Naushon Ave, Oak Bluffs, MA 02557","Other","http://kkonmv.com/","(508) 863-2734",65,"vineyard_gazette",FALSE,""
728,"La Strada","Vineyard Haven","","Restaurant","","",0.7,"infatuation",TRUE,"Missing address for Vineyard Haven assignment; Low confidence score: 0.7; Vineyard Haven assignment without address - may be default assignment"
405,"Lambert's Cove Inn","Vineyard Haven","RESORT
90 Manaquayak Road
West Tisbury, MA 02568","Lodging","http://lambertscoveinn.com/","(508) 422-8051",0.8,"vineyard_gazette",TRUE,"Low confidence score: 0.8"
671,"Lani Beach Club","Vineyard Haven","25 Main St, Vineyard Haven, MA 02568","Building & Construction","http://www.lanibeachclub.com/","(508) 687-9436",70,"mvy_chamber",FALSE,""
433,"Lark Hotels","Vineyard Haven","","Lodging","https://www.larkhotels.com/hotels/the-edgartown-collection","",55,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
549,"Larry","Vineyard Haven","","Other","http://larrystackle.com/","(508) 627-5088",70,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
253,"Larsen","Vineyard Haven","","Restaurant","http://larsensfishmarket.com/","(508) 645-2680",80,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
551,"Lazy Frog","Vineyard Haven","42 Circuit Ave, Oak Bluffs, MA 02557","Shopping","http://lazyfrogmv.com/","(508) 696-4679",80,"vineyard_gazette",FALSE,""
553,"Leroux Kitchen","Vineyard Haven","62 Main St, Vineyard Haven, MA 02568","Retail","http://lerouxkitchen.com/","(207) 553-7665",80,"vineyard_gazette",FALSE,""
437,"Lightkeepers Inn","Vineyard Haven","25 Simpsons Ln, Edgartown, MA 02539","Inn","http://thelightkeepersinn.com/","(508) 627-4600",70,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""inn"" but category is ""Inn"""
673,"Lilly Pulitzer","Vineyard Haven","33 Main St, Edgartown, MA 02539","Building & Construction","https://www.lillypulitzer.com/store/details/?storeId=80228-289&city=edgartown&utm_source=gmb&utm_medium=organic","(508) 627-1209",80,"mvy_chamber",FALSE,""
295,"Louisa Gould Photographer","Vineyard Haven","","Restaurant","http://louisagould.com/","",60,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
390,"Luxury Boutique Hotel Edgartown","Vineyard Haven","222 Upper Main Street, Edgartown, MA","Hotel","http://franklinhotelmv.com/","(508) 379-2100",80,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""hotel"" but category is ""Hotel"""
658,"M&b Remodeling","Vineyard Haven","454 State Road, Vineyard Haven, MA","Other","http://vineyardhomecenter.com/","(508) 693-3227",60,"vineyard_gazette",FALSE,""
310,"MV Camp Meeting Association","Vineyard Haven","80 Trinity Park, Oak Bluffs, MA 02557","Community","http://mvcma.org/","(508) 693-0525",0.8,"vineyard_gazette",TRUE,"Low confidence score: 0.8"
297,"MV Glassworks","Vineyard Haven","683 State Road, West Tisbury, MA 02575","Shopping","http://mvglassworks.com/","(508) 693-6026",80,"vineyard_gazette",FALSE,""
300,"MV Museum","Vineyard Haven","SUNDAY
151 LAGOON POND ROADVINEYARD HAVEN MA 02568","Community","http://mvmuseum.org/","(508) 627-4441",80,"vineyard_gazette",FALSE,""
567,"MV Shipyard","Vineyard Haven","Box 1119
Vineyard Haven, MA 02568

 

Shipping Address 164 Beach Road
Vineyard Haven, MA 02568","Professional Services","http://mvshipyard.com/","(508) 693-0400",0.8,"vineyard_gazette",TRUE,"Low confidence score: 0.8"
406,"Madisoninn","Vineyard Haven","18 Kennebec Avenue, Oak Bluffs, MA 02557","Inn","http://madisoninnmv.com/","(508) 693-2760",80,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""inn"" but category is ""Inn"""
557,"Maggie's Salon","Vineyard Haven","HOME   SERVICES     ARTISTS    PRODUCTS   CONTACT US    BOOK NOW







 
 


 
    

31 beach road, 
      suite 104A, 
      vineyard haven, ma 02568","Other","http://maggiessalon.com/","(508) 693-2875",60,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""salon"" but category is ""Other"""
696,"Mardell's Gifts & Jewelry","Vineyard Haven","Box 1698
Vineyard Haven, MA 02568","Shopping & Retail","https://business.mvy.com/memberdirectory/Details/mardell-s-gifts-jewelry-2286091","(508) 693-0049",80,"mvy_chamber",FALSE,""
563,"Martha","Vineyard Haven","PO Box 610West Tisbury, MA02575","Other","http://mvbank.com/","(508) 627-4266",60,"vineyard_gazette",FALSE,""
561,"Martha's Bike","Vineyard Haven","4 Lagoon Pond Rd, Vineyard Haven, MA","Vacation Rental","http://marthasbikerentals.com/","(833) 362-7842",80,"vineyard_gazette",FALSE,""
8,"Martha's Vineyard Film Festival","Vineyard Haven","Vineyard Haven, MA 02568","Other","https://www.mvfilmsociety.com","",50,"manual_import",FALSE,""
30,"Martha's Vineyard Island","Vineyard Haven","Box 66
Edgartown, MA 02539","Other","http://mvol.com/","(508) 627-4311",60,"vineyard_gazette",FALSE,""
565,"Martha's Vineyard Made","Vineyard Haven","","Retail","http://marthasvineyardmade.com/","(508) 338-2598",80,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
31,"Martha's Vineyard Magazine","Vineyard Haven","","Other","http://www.mvmagazine.com/","",50,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
719,"Martha's Vineyard Pizza","Vineyard Haven","","Restaurant","http://marthasvineyardpizza.com","",60,"infatuation",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
569,"Martha's Vineyard Tile Company Inc.","Vineyard Haven","s Vineyard Tile Co123 Beach RdPO Box 98Vineyard Haven Ma 02568","Other","http://mvtileco.com/","(508) 693-9707",70,"vineyard_gazette",FALSE,""
670,"Martha's Vineyard, Ma Store Location","Vineyard Haven","65 Main St, Edgartown, MA 02539","Building & Construction","https://charlestonshoeco.com/pages/marthas-vineyard-ma","(508) 859-1511",80,"mvy_chamber",TRUE,"Possible category mismatch: name contains ""store"" but category is ""Building & Construction"""
375,"Marthas Vineyard Yoga Barn","Vineyard Haven","1 RED BARN ROAD, WEST TISBURY, MA 02575","Bar","http://marthas-vineyard-yoga-barn.com/","",65,"vineyard_gazette",FALSE,""
593,"Marthasvineyardescaperoom","Vineyard Haven","","Other","https://www.marthasvineyardescaperoom.com/escape-room-pirates-puzzle","",45,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Low confidence score: 45; Vineyard Haven assignment without address - may be default assignment; Business name appears to be scraped from domain name"
652,"Martha’s Vineyard Home Décor","Vineyard Haven","","Other","http://vineyarddecorators.com/","(508) 693-9197",60,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
415,"Martha’s Vineyard Hotels","Vineyard Haven","19 Pequot Avenue, Oak Bluffs, MA 02557","Hotel","http://pequothotel.com/","(508) 693-5087",80,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""hotel"" but category is ""Hotel"""
444,"Martha’s Vineyard Surfside Hotel: Martha’s Vineyard Hotels","Vineyard Haven","7 Oak Bluffs Avenue, Oak Bluffs, MA 02557","Hotel","http://mvsurfside.com/","(508) 693-2500",80,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""hotel"" but category is ""Hotel"""
514,"Mass.gov/locations/dukes-county-superior-court","Vineyard Haven","Box 1267, Edgartown, MA 02539","Other","http://mass.gov/locations/dukes-county-superior-court","(508) 627-4668",70,"vineyard_gazette",FALSE,""
574,"Mccurdymotorcars","Vineyard Haven","2006-2007 McCurdy Motorcars Used cars
Martha’s Vineyard, Vineyard Haven, MA","Other","http://mccurdymotorcars.com/","(508) 693-5532",70,"vineyard_gazette",TRUE,"Business name appears to be scraped from domain name"
364,"Megan Grennan Yoga","Vineyard Haven","comPO Box 909West Tisbury, MA 02575","Wellness","http://meganyogamv.com/","",70,"vineyard_gazette",FALSE,""
255,"Menemsha Fish Market","Vineyard Haven","","Restaurant","http://menemshafishmarket.com/","(508) 645-2282",80,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
410,"Menemsha Inn & Cottages: Martha's Vineyard Vacation Rentals","Vineyard Haven","457 North Road, Menemsha, MA 02552","Inn","http://menemshainn.com/","(508) 645-2521",80,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""inn"" but category is ""Inn"""
577,"Menemshablues","Vineyard Haven","","Other","http://menemshablues.com/","",50,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment; Business name appears to be scraped from domain name"
227,"Menu","Vineyard Haven","Grill455 State Rd Unit 4 Vineyard Haven MA 02568","Restaurant","http://woodlandvarietyandgrill.com/","(508) 693-6795",70,"vineyard_gazette",TRUE,"Invalid name pattern: appears to be a URL or social media platform"
304,"Merry Farm Pottery","Vineyard Haven","","Restaurant","http://merryfarmpottery.com/","(774) 836-4349",80,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
306,"Michaeljimage","Vineyard Haven","","Restaurant","http://michaeljimage.com/","(415) 238-7572",80,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment; Business name appears to be scraped from domain name"
206,"Mikado","Vineyard Haven","","Restaurant","http://mikadomv.com/","",55,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
342,"Mink Meadows Golf Club","Vineyard Haven","320 Golf Club Road, Vineyard Haven, MA 02568","Restaurant","https://www.minkmeadowsgc.com/","(508) 693-0600",70,"vineyard_gazette",FALSE,""
729,"Model Deli Is a Model of Deliciousness","Vineyard Haven","","Restaurant","https://www.mvtimes.com/2024/10/16/model-deli-model-deliciousness/","",60,"infatuation",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
308,"Moore Family Gallery","Vineyard Haven","s Park Road, Oak Bluffs, MA, 02557","Restaurant","http://moorefamilygallery.com/","(508) 693-8548",70,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""gallery"" but category is ""Restaurant"""
439,"Morgan Hotel","Vineyard Haven","Massachusetts, 02557","Lodging","http://morganhotelmv.com/","(508) 338-2804",80,"vineyard_gazette",FALSE,""
581,"Mosher Photo","Vineyard Haven","Vineyard Haven Road, Edgartown, MA 02539","Other","http://mosherphoto.com/","(508) 693-9430",70,"vineyard_gazette",FALSE,""
348,"Mvana","Vineyard Haven","","Restaurant","http://mvana.org/","(866) 686-2669",70,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment; Business name appears to be scraped from domain name"
571,"Mvcenter4Living.Org","Vineyard Haven","00AM



 
Nomans to Jaws Bridge






Register HEre 









Thank You to Our Sponsors 



















































































 






Get in Touch 






 



Address
29 Breakdown Lane, PO Box 1729Vineyard Haven, MA 02568","Other","http://mvcenter4living.org/","(508) 939-9440",0.8,"vineyard_gazette",TRUE,"Invalid name pattern: appears to be a URL or social media platform; Low confidence score: 0.8; Business name appears to be scraped from domain name"
262,"Mvwine Store","Vineyard Haven","","Restaurant","http://mvwinestore.com/","(508) 627-7557",65,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment; Possible category mismatch: name contains ""store"" but category is ""Restaurant"""
412,"Narragansett House","Vineyard Haven","46 Narragansett Ave, Oak Bluffs, MA 02557","Inn","http://narragansetthouse.com/","(518) 577-2938",80,"vineyard_gazette",FALSE,""
231,"Native Earth Teaching Farm","Vineyard Haven","","Restaurant","http://nativeearthteachingfarm.org/","(302) 208-9250",70,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
693,"Neptune's Sea Chest","Vineyard Haven","Box 1698
Vineyard Haven, MA 02568","Shopping & Retail","https://business.mvy.com/memberdirectory/Details/the-sea-chest-2286577","(508) 693-0316",80,"mvy_chamber",FALSE,""
413,"Nobnocket","Vineyard Haven","The Nobnocket Boutique Inn Vineyard Haven, MA 02568","Inn","http://nobnocket.com/","(508) 696-0859",80,"vineyard_gazette",TRUE,"Business name appears to be scraped from domain name"
210,"Nook","Vineyard Haven","238 Main St, Vineyard Haven, MA","Restaurant","http://natsnookmv.com/","(508) 338-2340",70,"vineyard_gazette",FALSE,""
583,"North Line Shell","Vineyard Haven","3 N Line Road, Edgartown, MA 02539","Retail","http://northlineshell.com/","(508) 338-7884",70,"vineyard_gazette",FALSE,""
233,"North Tabor Farm","Vineyard Haven","4 North Tabor Farm Road, Chilmark, MA 02535","Restaurant","http://northtaborfarm.com/","(508) 645-3311",80,"vineyard_gazette",FALSE,""
312,"North Water Gallery","Vineyard Haven","1050 State Road                West, Tisbury, MA 02575","Restaurant","http://northwatergallery.com/","(508) 627-6002",80,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""gallery"" but category is ""Restaurant"""
419,"Oak Bluffs Hotel","Vineyard Haven","42 Lake Avenue, Oak Bluffs, MA 02539","Inn","http://attleborohousemv.com/","(508) 693-4346",80,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""hotel"" but category is ""Inn"""
441,"Oak Bluffs Inn","Vineyard Haven","64 Circuit Ave, Oak Bluffs, MA 02557","Inn","http://oakbluffsinn.com/","(508) 693-7171",80,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""inn"" but category is ""Inn"""
694,"Off Main","Vineyard Haven","76 Main St, Vineyard Haven, MA 02568","Shopping & Retail","https://gomarthasvineyard.com/directory/main","(508) 696-5354",70,"mvy_chamber",FALSE,""
691,"Olive Branch Fair Trade","Vineyard Haven","
43a Main St, Vineyard Haven, MA 02568","Shopping & Retail","http://www.olivebranchfairtrade.org/","(774) 563-3083",80,"mvy_chamber",FALSE,""
357,"Optometrist in Harvard Square","Vineyard Haven","s Vineyard, MA 02568","Wellness","http://harvardsquareeyecare.com/","(617) 366-1549",80,"vineyard_gazette",FALSE,""
314,"Pathways Arts","Vineyard Haven","9 State Road, Chilmark, MA 02535","Community","http://pathwaysmv.org/","(508) 645-9098",80,"vineyard_gazette",FALSE,""
365,"Peakedhillstudio","Vineyard Haven","Peaked Hill Studio
Chilmark, MA 02535","Wellness","http://peakedhillstudio.com/","(774) 563-8282",80,"vineyard_gazette",TRUE,"Business name appears to be scraped from domain name"
599,"Personal & Business Banking","Vineyard Haven","","Financial","http://rocklandtrust.com/","(508) 732-7072",70,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
324,"Peter Simon Photography","Vineyard Haven","14 Wisteria Road, Chilmark, MA 02535","Restaurant","http://petersimon.com/","",70,"vineyard_gazette",FALSE,""
591,"Phillips Hardware Closed","Vineyard Haven","","Other","http://phillipshardwaremv.com/","",50,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
213,"Porto Pizza Martha's Vineyard","Vineyard Haven","36 Water St, Vineyard Haven, MA 02568","Restaurant","http://portopizzamv.com/","(508) 693-6200",70,"vineyard_gazette",FALSE,""
672,"Rainy Day","Vineyard Haven","66 Main St, Vineyard Haven, MA 02568","Building & Construction","http://rainydaymv.com/","(508) 693-1830",80,"mvy_chamber",FALSE,""
368,"Redirecting...","Vineyard Haven","","Wellness","http://vineyardgynecology.com/","",60,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
349,"Refuge Recovery World Services","Vineyard Haven","","Restaurant","http://refugerecovery.org/","(323) 592-9502",80,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
684,"Rentschler & Company Interiors on Martha's Vineyard","Vineyard Haven","39 Lake St, Vineyard Haven, MA 02568","Medical","https://www.rentschlerinteriors.com/","(508) 693-2058",70,"mvy_chamber",FALSE,""
597,"Revive by Sarka ~ European Skincare, Boutique & Spa","Vineyard Haven","","Boutique","http://revivebysarka.com/","",60,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment; Possible category mismatch: name contains ""spa"" but category is ""Boutique"""
215,"Rocco's Pizza Menu","Vineyard Haven","s Vineyard, Massachusetts 02568","Restaurant","http://marthasvineyardpizza.com/","(508) 693-1125",70,"vineyard_gazette",FALSE,""
723,"Rosie's Frozen Yogurt","Vineyard Haven","","Restaurant","https://rosiesfrozenyogurt.com","",60,"infatuation",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
345,"Royal Chappy Golf","Vineyard Haven","EDGARTOWN MA 02539","Restaurant","https://royalchappy.com/","(508) 939-4055",80,"vineyard_gazette",FALSE,""
665,"Sail Surf and Paddle on Martha's Vineyard","Vineyard Haven","","Retail","http://windsupmv.com/","",70,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
588,"Salon","Vineyard Haven","5 Cournoyer Road, West Tisbury, MA","Other","http://panachesalonmv.com/","",60,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""salon"" but category is ""Other"""
603,"Sanctuary Martha's Vineyard","Vineyard Haven","42 Circuit Avenue, Oak Bluffs, MA 02557","Retail","http://shopsanctuary.com/","",60,"vineyard_gazette",FALSE,""
219,"Scottish Bakehouse","Vineyard Haven","","Restaurant","http://scottishbakehousemv.com/","",70,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
606,"Sea Bags","Vineyard Haven","","Retail","http://seabags.com/","(888) 210-4244",80,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
608,"Sea Legs","Vineyard Haven","","Boutique","http://sealegsmv.com/","",60,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
610,"Sea Spasalon","Vineyard Haven","","Wellness","http://seaspasalonmv.com/","(508) 627-8953",65,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment; Possible category mismatch: name contains ""spa"" but category is ""Wellness"""
316,"Seastone Papers","Vineyard Haven","s Vineyard, MA  02575","Restaurant","http://seastonepapers.com/","(508) 693-5786",80,"vineyard_gazette",FALSE,""
489,"Secure.myvanco.com/ygss/campaign/c-yjgr","Vineyard Haven","","Camp","https://secure.myvanco.com/YGSS/campaign/C-YJGR","",60,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
614,"Shirt Tales MV","Vineyard Haven","61 Main Street, Edgartown, MA 02539","Other","http://shirttalesmv.com/","(508) 627-3766",70,"vineyard_gazette",FALSE,""
616,"Slate","Vineyard Haven","11 North Summer Street, Edgartown, MA 02539","Boutique","http://slatemv.com/","(508) 939-1908",80,"vineyard_gazette",FALSE,""
